,train_loss,train_perplexity,val_loss,val_perplexity
0,7.8913168366864435,2673.9627755707606,5.5624478119675835,260.45961280775157
1,4.02865006090354,56.185013683502994,2.528645419946281,12.5365129195861
2,2.241041157385714,9.40311631668297,1.6899037069530898,5.418958871946295
3,1.6971011117851134,5.4581020082385985,1.455669736830137,4.287353903088701
4,1.4186135107736222,4.131388341997253,1.2717869294587003,3.5672212431943224
5,1.2097821211714825,3.3527540788326378,1.154098668245859,3.17116385833234
6,1.0446261415878932,2.8423356938810347,1.0432024673428586,2.8382920128831537
7,0.9020015453691963,2.46453104847402,0.9246962416556573,2.521102338164249
8,0.7717761775429586,2.163605790943349,0.8362341020055997,2.307660179773602
9,0.6602847427844429,1.9353433310010781,0.7895559582018083,2.2024182433378168
10,0.567885822797422,1.7645325706136454,0.7094262348067376,2.0328245599966843
11,0.493829941292175,1.638579882321124,0.6579969757667152,1.930920777175748
12,0.4367432336477067,1.5476586393707847,0.6250273540455807,1.8682970622162562
13,0.38710580369551406,1.4727123014342656,0.5972729415021917,1.8171565450874285
14,0.3489937743158649,1.4176403645333862,0.5804518828148483,1.786845693203866
15,0.3238547356973449,1.382446472410003,0.5659262727024734,1.7610782661939668
16,0.300681056646849,1.350778451018303,0.5595719894414307,1.7499233543140091
17,0.28340202696817957,1.3276388011433307,0.5585674164436196,1.7481663112507972
18,0.27327929371052223,1.3142672601495224,0.5559699629904121,1.7436314227593956
19,0.2678249053281846,1.3071182505357553,0.5562216777314422,1.7440703757345768
